step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
416,26624,2024-10-05 08:00:00,0.0,19.388999815772994,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.389406120359844,25.595427504515254,18.1,17.34835945980094,2089.616330140163,6858.003293410029,9916.643553425862,9916.643553425862,2676.72,7239.923553425862,271.4971332534698,0.15,0.0
417,26625,2024-10-05 08:15:00,0.0,19.389270704559923,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.389675628033025,25.55326525162277,18.2,17.337786867622466,2091.386369462435,6864.351556373046,9919.221223828938,9919.221223828938,0.0,9919.221223828938,71.9143538727598,0.029,0.0
418,26626,2024-10-05 08:30:00,0.0,19.389540875178533,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38994329305724,25.531266753569817,18.299999999999997,17.326375882463687,2091.943423613442,6866.760338583474,9919.921017040706,9919.921017040706,0.0,9919.921017040706,71.91942737354512,0.029,0.0
419,26627,2024-10-05 08:45:00,0.0,19.389809461519636,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.390209991159622,25.511064870133403,18.4,17.314137799918868,2092.295233137162,6868.536032788995,9920.606720547483,9920.606720547483,0.0,9920.606720547483,71.92439872396925,0.029,0.0
420,26628,2024-10-05 09:00:00,0.0,19.390076643079325,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.390475800403053,25.512910444484124,18.549999999999997,17.403047776713336,2085.797876798006,6842.995103408895,9904.335416331465,9904.335416331467,3660.78,6243.555416331465,234.13332811242992,0.15,0.0
421,26629,2024-10-05 09:15:00,0.0,19.390342896751108,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.390741678276797,25.539064893278898,18.7,17.491284472501608,2083.263649520675,6830.057518009935,9898.077522600339,9898.077522600339,0.0,9898.077522600339,71.76106203885246,0.029,0.0
422,26630,2024-10-05 09:30:00,0.0,19.390608740297008,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.391008680434275,25.575510911122915,18.85,17.57883407614598,2083.1067739794876,6824.85235987829,9895.20417839095,9895.204178390948,0.0,9895.20417839095,71.74023029333439,0.029,0.0
423,26631,2024-10-05 09:45:00,0.0,19.39087518032441,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.391277253759707,25.616336700239017,19.0,17.66570329535076,2083.965271139085,6822.9070304427005,9893.728496163722,9893.728496163722,0.0,9893.728496163722,71.72953159718699,0.029,0.0
424,26632,2024-10-05 10:00:00,0.0,19.39114296807593,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.39154758838312,25.63173868149864,19.25,17.763145075854627,2089.5725716958864,6835.836701553545,9897.074788980379,9897.074788980379,4250.16,5646.914788980379,211.75930458676422,0.15,0.0
425,26633,2024-10-05 10:15:00,0.0,19.39141242205129,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.391818580153203,25.636068705194287,19.5,17.857871783371625,2093.146662924625,6842.072219203377,9898.540486838843,9898.540486838841,0.0,9898.540486838843,71.76441852958162,0.029,0.0
